customer_id_nk,sale_id_nk,fecha,n_items,unidades,importe,margen,tiene_devolucion
161,8478,2022-01-15,2,3,259.97,104.0,False
161,3143,2021-12-12,1,2,239.98,96.0,False
161,1395,2021-09-01,4,8,909.92,364.0,False
161,11522,2021-01-28,3,4,1059.96,424.0,False
161,3543,2020-08-21,3,6,484.85,193.96,False
161,11787,2020-07-24,1,1,129.99,52.0,False
161,1789,2020-05-06,4,7,854.75,341.92,False
161,9401,2020-01-13,3,6,334.76,133.92,False
161,6247,2020-01-12,3,6,589.4,235.76,False
162,14042,2025-11-22,2,4,459.96,184.0,True
162,14264,2025-09-13,2,4,489.69,195.88,False
162,11091,2024-10-19,4,7,989.84,395.96,True
162,2874,2024-09-19,1,2,159.98,64.0,False
162,6067,2024-08-18,1,1,29.99,12.0,False
162,8439,2024-02-20,3,5,519.95,208.0,False
162,3735,2023-11-09,3,4,179.87,71.96,True
162,9333,2023-10-27,4,7,994.84,397.96,False
162,2471,2023-08-04,1,3,389.7,155.88,False
162,5594,2023-08-01,1,3,359.97,144.0,False
162,4707,2023-05-19,4,6,554.94,222.0,False
162,6483,2023-05-07,2,4,205.96,82.4,False
162,12169,2023-04-09,3,6,429.94,172.0,False
162,11876,2022-05-24,3,7,959.93,384.0,False
162,13605,2022-05-21,4,5,1099.86,439.96,False
162,6927,2022-05-01,3,6,859.76,343.92,False
162,7957,2021-10-27,2,4,199.78,79.92,True
162,9583,2021-08-27,1,3,899.97,360.0,False
162,8582,2021-07-06,2,4,469.69,187.88,False
162,11455,2021-04-19,2,4,269.96,108.0,False
162,6225,2020-04-11,4,4,489.96,196.0,False
162,5194,2020-03-28,1,2,259.98,104.0,False
162,14842,2020-02-15,4,8,1149.47,459.8,True
162,8318,2020-01-05,4,8,789.65,315.88,False
163,8820,2025-11-25,3,5,1109.95,444.0,True
163,3408,2025-10-04,2,4,299.96,120.0,False
163,14249,2025-09-26,4,9,1129.73,451.92,False
163,8938,2025-04-06,3,8,1169.92,468.0,True
163,3967,2024-12-27,3,4,259.78,103.92,False
163,5400,2024-08-31,2,5,199.77,79.92,True
163,5645,2023-12-05,3,4,345.96,138.4,False
163,6920,2023-11-08,4,6,734.58,293.84,False
163,5156,2023-11-03,1,1,49.99,20.0,False
163,3228,2023-03-10,2,3,359.88,143.96,False
163,7123,2023-02-08,4,7,859.57,343.84,False
163,3182,2022-12-12,4,7,534.3,213.72,False
163,5297,2022-10-18,4,9,1089.91,436.0,False
163,4497,2022-10-14,1,2,379.98,152.0,False
163,11019,2022-10-03,2,4,439.96,176.0,False
163,4521,2022-09-27,2,5,899.95,360.0,False
163,7174,2022-09-24,2,4,1149.96,460.0,False
163,13744,2022-09-06,3,9,839.64,335.88,False
163,4284,2022-08-07,3,4,314.78,125.92,False
163,2275,2022-07-15,3,5,559.77,223.92,False
163,12305,2022-07-08,2,5,599.95,240.0,False
163,7400,2022-05-13,1,3,599.7,239.88,False
163,8610,2022-04-04,2,4,1199.87,479.96,False
163,12153,2021-09-16,3,3,209.88,83.96,False
163,11735,2021-08-09,4,5,569.68,227.88,False
163,14013,2021-07-15,1,1,49.99,20.0,False
163,8885,2021-05-19,1,3,149.7,59.88,False
163,6202,2021-03-09,3,8,884.65,353.88,False
163,6691,2020-07-16,2,3,114.79,45.92,False
163,12712,2020-04-29,3,8,1129.92,452.0,False
163,12183,2020-03-26,2,3,121.88,48.76,False
164,11628,2025-09-20,2,4,449.69,179.88,False
164,1364,2025-09-04,2,4,569.96,228.0,False
164,4915,2025-07-15,1,3,119.97,48.0,False
164,1629,2025-03-28,4,9,849.46,339.8,False
164,14375,2025-03-04,2,2,189.8,75.92,False
164,3310,2025-01-08,2,4,689.96,276.0,False
164,2276,2025-01-07,4,11,1219.17,487.68,False
164,14298,2024-05-13,1,2,49.8,19.92,False
164,7204,2023-02-22,4,8,699.92,280.0,False
164,14184,2022-10-07,4,7,999.75,399.92,False
164,4753,2022-08-08,1,3,149.97,60.0,False
164,5026,2022-05-02,3,6,829.94,332.0,True
164,13377,2022-02-23,3,5,215.59,86.24,False
164,4164,2021-09-03,4,8,1129.65,451.88,False
164,238,2021-07-03,4,10,1894.63,757.88,True
164,10582,2020-12-16,2,4,319.96,128.0,False
164,11417,2020-08-06,2,5,249.95,100.0,False
164,10149,2020-07-29,4,10,1679.9,672.0,True
164,12925,2020-06-11,2,5,409.68,163.88,False
165,351,2025-12-15,2,5,369.95,148.0,False
165,428,2025-06-23,3,9,749.64,299.88,False
165,13179,2024-10-04,2,3,749.97,300.0,False
165,1775,2024-04-19,2,2,419.98,168.0,False
165,4680,2024-02-10,4,8,819.74,327.92,False
165,11428,2023-11-16,3,5,315.95,126.4,False
165,9220,2023-05-22,3,5,254.59,101.84,False
165,7656,2023-01-26,4,10,919.36,367.76,False
165,10838,2022-12-25,2,3,279.97,112.0,True
165,2979,2022-07-11,1,1,99.9,39.96,False
165,4927,2022-06-01,4,9,1109.91,444.0,False
165,194,2022-04-17,1,3,179.97,72.0,False
165,11989,2022-02-12,3,4,819.78,327.92,False
165,3022,2021-10-10,4,11,1589.35,635.76,False
165,3695,2021-03-22,3,6,1331.94,532.8,False
165,4465,2020-11-16,4,7,1249.66,499.88,False
165,13688,2020-08-19,4,8,1529.92,612.0,False
165,8794,2020-06-01,4,9,634.64,253.88,False
165,3461,2020-05-16,2,3,179.97,72.0,False
166,8824,2025-12-04,1,3,479.97,192.0,False
166,945,2025-09-11,1,1,39.99,16.0,False
166,14936,2025-08-30,1,3,179.97,72.0,False
166,2871,2025-08-25,1,2,299.98,120.0,False
166,14135,2025-08-12,3,6,649.67,259.88,False
166,9577,2025-01-20,1,3,74.97,30.0,False
166,9023,2024-12-28,2,3,259.79,103.92,False
166,4452,2024-12-16,3,6,659.76,263.92,True
166,9838,2024-05-09,3,6,654.94,262.0,False
166,2675,2024-02-02,4,7,1509.93,604.0,False
166,13203,2023-12-16,3,7,999.93,400.0,True
166,4173,2023-03-30,3,6,689.67,275.88,False
166,182,2023-02-26,3,8,479.65,191.88,False
166,7242,2023-02-25,1,3,179.97,72.0,False
166,6096,2022-12-18,4,7,1329.93,532.0,False
166,13567,2022-10-19,2,5,439.77,175.92,False
166,11271,2022-05-12,1,3,239.97,96.0,False
166,12150,2022-03-25,2,4,419.69,167.88,False
166,13561,2022-03-25,4,6,929.94,372.0,False
166,6264,2022-03-04,2,6,629.94,252.0,False
166,13096,2022-01-09,1,1,189.99,76.0,False
166,13728,2021-10-07,2,4,239.96,96.0,False
166,806,2021-09-21,4,7,604.57,241.84,False
166,6177,2021-07-14,1,1,59.99,24.0,False
166,14708,2020-12-17,2,4,659.6,263.84,False
166,8650,2020-08-09,3,5,303.95,121.6,False
166,2416,2020-01-19,4,8,749.74,299.92,False
167,11873,2025-01-06,3,4,669.78,267.92,True
167,1754,2024-04-15,2,5,499.5,199.8,False
167,10428,2024-04-13,2,5,279.95,112.0,True
167,9243,2024-02-14,1,2,79.8,31.92,False
167,14356,2024-02-04,4,7,714.39,285.76,True
167,6194,2023-07-28,2,3,849.97,340.0,False
167,3700,2023-04-08,3,7,1179.57,471.84,True
167,5837,2022-09-12,3,5,584.95,234.0,False
167,7749,2022-07-14,3,8,757.92,303.2,False
167,9521,2022-03-10,2,5,789.95,316.0,False
167,6722,2021-06-18,2,4,371.96,148.8,True
167,7580,2021-01-30,1,2,259.8,103.92,True
167,8406,2021-01-24,4,7,1469.75,587.92,False
167,4621,2020-11-30,2,2,199.98,80.0,False
167,12467,2020-09-22,1,1,39.9,15.96,False
167,4290,2020-03-24,2,5,659.68,263.88,False
167,326,2020-01-06,2,3,269.97,108.0,False
168,12649,2025-12-23,3,5,739.77,295.92,True
168,6004,2025-02-25,1,3,449.97,180.0,False
168,13072,2025-02-01,1,3,59.97,24.0,False
168,14348,2024-10-16,4,9,1759.28,703.72,False
168,6006,2024-06-25,2,5,679.77,271.92,False
168,5834,2024-06-22,2,5,951.95,380.8,False
168,7999,2024-04-06,2,2,89.89,35.96,True
168,10478,2024-03-11,1,2,59.98,24.0,False
168,13266,2023-10-13,2,5,789.5,315.8,True
168,4714,2023-08-07,4,9,874.19,349.68,True
168,3155,2023-03-05,4,5,374.77,149.92,False
168,6081,2023-03-03,3,6,739.94,296.0,False
168,6859,2022-12-24,2,3,409.97,164.0,False
168,13909,2022-12-17,3,3,419.88,167.96,True
168,11534,2022-05-30,1,3,899.97,360.0,False
168,1255,2021-11-20,4,7,1039.75,415.92,False
168,13686,2021-08-05,3,4,369.96,148.0,False
168,5176,2021-03-09,2,2,289.98,116.0,False
168,10305,2020-09-12,3,4,639.78,255.92,False
168,11226,2020-08-19,1,3,104.97,42.0,False
168,11243,2020-08-19,3,7,1239.93,496.0,True
168,7880,2020-06-12,2,4,274.96,110.0,False
168,11158,2020-06-04,2,4,579.87,231.96,False
168,5494,2020-03-11,3,6,559.67,223.88,False
168,7635,2020-03-09,1,1,89.99,36.0,False
168,10366,2020-01-27,1,3,479.97,192.0,False
169,4820,2025-05-22,2,2,199.98,80.0,False
169,2167,2025-02-03,4,9,1289.73,515.92,False
169,2046,2024-08-14,1,2,239.98,96.0,True
169,261,2023-08-30,4,6,469.67,187.88,False
169,2162,2023-06-06,4,8,1189.56,475.84,False
169,13502,2023-04-03,1,2,259.8,103.92,False
169,8635,2023-04-02,1,3,449.97,180.0,False
169,8133,2023-04-01,2,3,284.7,113.88,False
169,11217,2021-12-19,1,1,159.99,64.0,True
169,4315,2021-05-10,3,5,379.95,152.0,False
169,2940,2020-10-04,3,5,459.95,184.0,False
169,5796,2020-09-19,1,2,319.98,128.0,False
170,13058,2025-12-29,3,5,854.86,341.96,False
170,5676,2025-01-01,1,1,129.99,52.0,False
170,11625,2024-12-31,4,8,1449.92,580.0,False
170,1187,2024-01-21,1,3,299.97,120.0,False
170,4867,2023-10-15,1,1,59.99,24.0,False
170,1936,2023-04-16,3,8,1669.65,667.88,False
170,9030,2022-09-12,3,7,1319.93,528.0,False
170,5136,2021-07-23,3,8,1359.65,543.88,False
170,11722,2021-03-17,2,4,204.6,81.84,False
170,5152,2021-01-29,1,1,49.99,20.0,False
170,11907,2021-01-11,4,7,749.48,299.8,True
170,496,2020-12-27,4,8,739.74,295.92,False
171,7059,2025-10-16,3,6,455.94,182.4,False
171,14849,2025-10-02,2,5,439.68,175.88,False
171,2571,2025-08-19,1,3,389.97,156.0,False
171,7167,2025-06-13,1,2,239.98,96.0,False
171,2493,2025-05-29,2,5,1399.95,560.0,False
171,8662,2025-01-16,2,5,349.5,139.8,False
171,8505,2024-09-19,1,3,269.97,108.0,False
171,4560,2024-07-03,4,7,1329.66,531.88,False
171,14569,2023-12-10,3,7,774.75,309.92,False
171,3643,2023-08-29,2,4,131.96,52.8,False
171,6137,2023-06-28,3,7,569.93,228.0,False
171,2175,2022-05-12,3,7,669.3,267.72,False
171,4365,2022-01-20,2,6,569.4,227.76,True
171,3728,2021-10-04,4,8,1179.92,472.0,True
171,2076,2021-08-16,3,5,349.5,139.8,False
171,8369,2021-07-09,2,5,349.77,139.92,False
171,841,2021-05-28,2,6,374.67,149.88,False
171,11101,2021-05-15,3,6,439.67,175.88,False
171,10391,2021-05-09,4,8,769.56,307.84,False
171,10550,2021-02-17,2,2,509.98,204.0,False
171,4769,2021-01-12,4,10,544.63,217.88,False
171,2782,2020-12-05,4,7,1039.75,415.92,False
171,14400,2020-10-01,2,5,569.77,227.92,False
171,7597,2020-08-17,3,7,1609.66,643.88,False
171,13454,2020-07-26,1,1,39.9,15.96,False
171,5758,2020-05-30,3,8,729.65,291.88,False
172,14309,2025-08-02,3,8,1094.92,438.0,False
172,1451,2025-05-02,4,5,384.86,153.96,False
172,11360,2024-11-04,4,8,799.83,319.96,False
172,1799,2024-06-12,4,7,759.93,304.0,False
172,12447,2024-03-04,3,7,1369.93,548.0,False
172,9818,2024-02-22,2,6,809.94,324.0,False
172,1470,2023-03-04,1,3,299.97,120.0,True
172,11592,2022-08-12,3,6,429.49,171.8,False
172,11770,2022-04-20,4,12,704.34,281.76,True
172,6008,2021-12-08,1,1,89.99,36.0,False
172,9777,2021-11-11,2,3,129.97,52.0,False
172,10734,2020-12-05,2,2,189.89,75.96,False
173,3003,2025-08-20,1,1,59.99,24.0,False
173,12136,2025-05-03,3,7,619.66,247.88,False
173,9567,2025-04-30,3,6,1399.85,559.96,False
173,2707,2024-12-28,2,4,369.6,147.84,False
173,7275,2024-12-06,1,2,69.98,28.0,False
173,5207,2024-08-20,1,1,149.99,60.0,False
173,4413,2024-07-30,3,7,374.93,150.0,False
173,3667,2024-05-04,4,6,699.94,280.0,False
173,4223,2024-03-02,3,6,1419.76,567.92,True
173,188,2023-10-07,4,6,509.94,204.0,False
173,8907,2023-10-03,1,2,279.98,112.0,False
173,6343,2023-04-10,3,6,1659.76,663.92,False
173,7182,2023-04-06,2,6,539.94,216.0,False
173,2053,2022-10-31,2,5,469.95,188.0,False
173,1766,2022-10-26,4,7,549.93,220.0,False
173,13522,2022-02-13,1,1,39.9,15.96,False
173,8627,2021-05-07,1,3,209.97,84.0,False
173,3324,2021-03-17,3,8,719.65,287.88,True
173,3624,2021-03-05,4,11,1999.62,799.88,False
173,2188,2021-01-21,2,4,679.96,272.0,False
174,1843,2025-10-05,1,1,299.99,120.0,True
174,14459,2025-08-18,2,6,899.67,359.88,False
174,11859,2025-07-19,2,5,719.95,288.0,False
174,2348,2024-12-02,2,4,779.96,312.0,True
174,2438,2024-09-04,2,5,319.77,127.92,False
174,8532,2024-04-19,4,8,769.65,307.88,True
174,10225,2023-09-12,2,4,114.87,45.96,False
174,13974,2023-06-14,4,9,684.64,273.88,False
174,2025,2023-05-08,3,7,649.93,260.0,False
174,3585,2022-12-12,2,5,529.95,212.0,False
174,6104,2022-08-27,3,5,709.77,283.92,False
174,7671,2022-06-04,4,8,639.56,255.84,False
174,6630,2021-12-08,3,5,181.86,72.76,True
174,11365,2021-11-22,3,7,1119.66,447.88,False
174,13676,2021-07-10,3,5,654.86,261.96,False
174,4079,2021-06-27,1,3,569.97,228.0,False
174,4917,2020-12-12,3,4,289.69,115.88,False
174,1804,2020-09-13,2,4,619.78,247.92,False
174,451,2020-08-15,1,2,99.98,40.0,False
175,11198,2025-09-28,2,6,569.94,228.0,False
175,5317,2025-09-23,4,7,1229.66,491.88,False
175,14843,2025-08-26,4,5,469.95,188.0,False
175,5395,2025-06-21,3,6,519.94,208.0,False
175,600,2025-04-25,1,1,39.9,15.96,False
175,3572,2024-12-06,4,7,879.93,352.0,False
175,3812,2024-03-21,4,10,639.9,256.0,False
175,34,2024-02-23,3,5,499.77,199.92,False
175,13510,2023-11-13,2,2,119.98,48.0,False
175,8461,2023-10-19,2,4,399.87,159.96,False
175,12881,2023-04-24,4,8,1664.56,665.84,False
175,3942,2023-01-14,1,1,149.99,60.0,False
175,9372,2022-10-07,2,4,219.96,88.0,False
175,9725,2022-09-30,1,1,119.99,48.0,False
175,10954,2022-09-28,4,7,399.66,159.88,False
175,745,2022-09-11,3,8,569.65,227.88,False
175,1529,2022-07-15,1,1,59.99,24.0,False
175,4002,2022-07-05,3,7,1849.84,739.96,False
175,3577,2021-12-12,4,8,524.56,209.84,False
175,410,2021-07-25,3,7,1439.93,576.0,False
175,2433,2021-07-21,3,7,1351.75,540.72,False
175,11383,2021-07-04,1,2,199.98,80.0,False
175,4254,2021-06-29,1,2,259.98,104.0,False
175,10379,2020-10-20,2,5,609.95,244.0,False
175,14478,2020-07-01,1,1,159.99,64.0,False
175,6579,2020-04-13,2,3,309.97,124.0,False
175,1296,2020-04-03,3,7,779.66,311.88,False
175,12801,2020-04-03,3,4,369.96,148.0,False
176,3787,2025-08-12,3,7,819.66,327.88,False
176,1316,2025-06-20,2,4,719.6,287.84,False
176,7323,2025-04-29,1,3,179.97,72.0,False
176,4699,2024-12-14,3,6,369.94,148.0,False
176,8360,2024-08-11,1,3,599.7,239.88,False
176,14415,2023-12-17,4,5,479.77,191.92,False
176,2916,2023-07-11,4,6,839.49,335.8,False
176,14104,2023-01-09,1,1,249.99,100.0,False
176,3525,2022-08-30,1,3,119.97,48.0,False
176,3850,2022-07-02,2,5,874.95,350.0,False
176,10259,2021-08-11,2,5,289.95,116.0,False
176,8104,2021-08-07,1,2,159.98,64.0,False
176,9398,2021-05-14,4,8,1349.92,540.0,False
176,64,2020-05-13,3,5,769.95,308.0,False
176,5003,2020-03-16,2,6,749.94,300.0,False
176,1068,2020-02-03,4,9,1719.73,687.92,False
176,1250,2020-01-13,4,10,1074.9,430.0,False
177,7629,2025-09-01,2,5,259.77,103.92,False
177,3669,2024-09-01,2,2,69.98,28.0,False
177,2399,2024-03-28,4,6,859.85,343.96,False
177,6764,2024-02-09,4,7,1469.84,587.96,False
177,3646,2023-10-21,2,5,1399.95,560.0,False
177,12626,2023-06-29,3,7,439.75,175.92,True
177,11075,2023-06-13,1,1,49.99,20.0,False
177,5941,2022-11-03,1,3,149.97,60.0,False
177,10385,2022-09-07,4,8,919.29,367.72,False
177,7905,2022-06-15,4,7,1209.84,483.96,False
177,11587,2022-04-14,2,4,679.78,271.92,False
177,12069,2022-03-27,4,8,941.92,376.8,False
177,7500,2022-02-10,3,5,204.59,81.84,False
177,732,2022-01-17,4,6,429.67,171.88,False
177,5811,2021-09-16,3,7,594.75,237.92,False
177,9662,2021-07-05,3,8,869.47,347.8,False
177,6756,2021-02-24,2,4,469.69,187.88,False
177,8180,2021-02-10,1,3,149.97,60.0,False
177,6304,2021-01-22,4,9,769.37,307.76,True
177,722,2020-12-31,1,1,79.99,32.0,False
177,13573,2020-08-09,3,7,1079.93,432.0,False
177,3411,2020-04-05,3,5,1239.95,496.0,False
178,3530,2025-07-13,3,5,679.95,272.0,False
178,3490,2025-04-01,3,8,1309.74,523.92,False
178,3694,2024-08-04,1,1,79.99,32.0,False
178,475,2024-01-18,2,4,1109.96,444.0,True
178,7717,2023-05-24,2,4,1084.96,434.0,False
178,10052,2023-04-03,1,1,129.9,51.96,False
178,11129,2023-02-25,1,2,379.98,152.0,False
178,466,2023-01-29,4,7,469.66,187.88,False
178,890,2023-01-24,3,6,1249.67,499.88,False
178,4087,2022-12-09,2,6,1199.94,480.0,False
178,10721,2021-03-20,4,8,699.65,279.88,False
178,8745,2021-03-09,4,9,1329.91,532.0,False
178,8609,2021-02-16,3,7,669.66,267.88,True
178,13338,2020-12-29,3,5,579.86,231.96,True
178,6960,2020-10-13,2,2,209.98,84.0,False
178,4912,2020-07-11,2,5,359.95,144.0,False
178,6585,2020-05-04,3,5,619.68,247.88,False
178,1051,2020-02-08,3,8,734.74,293.92,False
179,2491,2025-11-20,3,5,739.95,296.0,False
179,2932,2025-07-17,3,7,334.93,134.0,False
179,119,2025-06-20,4,6,349.94,140.0,False
179,2788,2025-04-23,4,12,1229.88,492.0,False
179,3094,2024-07-04,1,3,104.97,42.0,False
179,14148,2024-03-23,3,7,839.93,336.0,False
179,13511,2024-02-10,4,8,869.74,347.92,False
179,1809,2023-04-20,1,1,49.99,20.0,False
179,7422,2023-02-10,4,8,1399.92,560.0,False
179,4101,2022-12-02,1,3,419.97,168.0,False
179,9869,2022-06-02,1,3,269.7,107.88,False
179,931,2022-04-13,2,2,60.98,24.4,True
179,4185,2021-05-30,2,5,649.5,259.8,False
179,14768,2021-05-16,2,4,264.87,105.96,False
179,6190,2021-05-10,4,6,659.67,263.88,False
179,10354,2020-03-19,4,8,599.74,239.92,True
180,9810,2025-12-21,1,1,299.99,120.0,False
180,8683,2025-11-26,1,3,389.97,156.0,False
180,644,2025-09-23,2,3,349.88,139.96,False
180,8750,2025-05-12,2,4,139.96,56.0,False
180,8742,2025-02-28,3,7,1039.75,415.92,False
180,3390,2025-02-16,2,4,439.96,176.0,False
180,14987,2025-02-01,3,4,469.87,187.96,False
180,1577,2024-10-04,1,2,199.8,79.92,False
180,263,2024-06-03,4,11,749.44,299.8,False
180,5930,2024-03-27,4,10,619.27,247.72,False
180,5367,2023-10-04,2,3,189.97,76.0,False
180,4937,2022-12-31,1,3,389.97,156.0,False
180,7594,2022-08-14,2,3,439.7,175.88,False
180,1716,2022-06-13,4,6,1234.94,494.0,False
180,4279,2022-04-16,1,2,59.98,24.0,False
180,1053,2022-04-03,4,6,729.85,291.96,False
180,1323,2022-02-11,1,3,269.7,107.88,False
180,14741,2022-01-17,2,5,529.68,211.88,False
180,6248,2022-01-10,3,8,709.74,283.92,False
180,12869,2021-09-16,3,3,279.88,111.96,True
180,277,2020-09-26,3,7,1099.93,440.0,False
181,9675,2025-10-14,3,6,429.85,171.96,False
181,10823,2025-09-20,4,6,659.85,263.96,True
181,14222,2024-09-08,2,3,269.79,107.92,False
181,6297,2024-08-03,3,7,669.48,267.8,True
181,6484,2024-06-14,3,5,819.68,327.88,False
181,5330,2023-09-15,4,7,1259.93,504.0,True
181,2632,2023-06-24,2,4,959.96,384.0,False
181,9979,2023-06-23,1,2,39.98,16.0,False
181,14176,2023-01-17,4,7,384.57,153.84,False
181,8113,2022-12-30,3,5,1069.77,427.92,True
181,7732,2022-09-28,3,4,709.87,283.96,False
181,9188,2022-02-13,4,7,659.75,263.92,False
181,3884,2021-11-22,2,3,149.97,60.0,False
181,13711,2021-07-30,2,3,289.97,116.0,False
181,1332,2021-06-26,2,6,749.67,299.88,False
181,11002,2021-04-29,4,8,1069.74,427.92,False
181,2640,2021-03-12,1,1,149.9,59.96,False
181,6378,2020-10-25,2,4,539.96,216.0,False
181,6578,2020-10-13,2,3,181.88,72.76,True
181,4003,2020-07-18,2,4,249.87,99.96,False
181,8205,2020-05-28,4,12,1034.34,413.76,False
181,6667,2020-02-13,4,10,979.72,391.92,False
181,12531,2020-02-07,3,6,719.49,287.8,False
182,862,2025-11-22,1,2,299.8,119.92,False
182,3917,2025-10-01,4,9,709.73,283.92,False
182,10332,2025-05-21,1,2,259.98,104.0,False
182,3582,2025-03-17,2,5,349.5,139.8,False
182,10525,2025-02-07,1,1,89.99,36.0,False
182,8125,2025-01-19,4,6,404.85,161.96,False
182,4037,2024-08-04,3,7,459.66,183.88,False
182,10534,2023-12-27,3,6,951.76,380.72,False
182,13420,2023-12-23,4,10,694.36,277.76,False
182,14297,2023-11-13,1,1,349.99,140.0,False
182,5832,2023-02-16,4,8,639.92,256.0,False
182,2953,2021-12-22,2,4,179.78,71.92,False
182,8645,2021-09-16,2,3,309.79,123.92,False
182,9808,2021-08-26,4,11,919.44,367.8,False
182,10418,2021-04-23,4,7,619.93,248.0,False
182,5518,2021-03-25,4,4,534.87,213.96,False
182,9561,2020-12-17,1,2,99.98,40.0,True
182,4763,2020-11-04,4,10,794.18,317.68,False
182,11653,2020-11-02,3,5,729.86,291.96,False
182,2674,2020-09-21,3,6,269.94,108.0,False
182,6472,2020-09-03,4,8,1429.92,572.0,False
182,8448,2020-04-28,3,5,459.86,183.96,False
182,8362,2020-04-23,3,9,1019.91,408.0,False
182,11707,2020-02-01,4,7,2174.84,869.96,True
183,8963,2025-10-18,4,8,739.92,296.0,False
183,10328,2025-10-06,2,6,1679.94,672.0,False
183,1238,2025-10-05,2,5,729.95,292.0,False
183,9574,2025-05-27,3,6,434.94,174.0,False
183,9163,2025-05-22,1,3,1049.97,420.0,False
183,381,2025-05-08,1,2,139.98,56.0,False
183,3771,2025-03-09,2,4,234.96,94.0,False
183,2727,2025-02-11,4,8,1894.92,758.0,True
183,6253,2024-11-16,4,7,504.48,201.8,False
183,5652,2024-10-14,1,3,269.7,107.88,False
183,255,2024-10-03,3,6,1189.85,475.96,False
183,14979,2024-08-23,4,7,819.75,327.92,False
183,9947,2024-07-31,4,10,1519.72,607.92,False
183,8809,2024-07-04,4,7,644.93,258.0,False
183,11663,2024-06-18,3,6,539.67,215.88,False
183,6797,2024-05-27,1,3,269.97,108.0,False
183,3724,2024-02-27,4,9,869.46,347.8,True
183,6912,2023-11-13,4,6,1539.85,615.96,False
183,1993,2023-10-05,4,8,574.92,230.0,False
183,7521,2023-09-21,2,4,659.6,263.84,False
183,4974,2023-08-16,3,6,344.85,137.96,False
183,8405,2023-04-01,3,8,529.47,211.8,False
183,11459,2022-07-08,3,5,439.77,175.92,False
183,6089,2022-03-09,4,9,1529.73,611.92,False
183,121,2022-03-03,2,4,359.87,143.96,False
183,8382,2022-02-28,4,6,489.76,195.92,True
183,1400,2021-06-04,3,7,639.93,256.0,False
183,1439,2021-05-06,2,6,257.94,103.2,False
183,9306,2020-12-05,3,4,819.87,327.96,True
183,13580,2020-11-23,4,5,459.86,183.96,False
183,4473,2020-09-16,4,8,1704.83,681.96,False
183,7786,2020-03-03,4,8,949.65,379.88,False
183,6233,2020-01-05,1,1,89.99,36.0,False
184,11570,2025-05-23,3,7,1159.93,464.0,False
184,9740,2025-04-25,3,6,689.85,275.96,False
184,8059,2024-09-24,1,3,449.7,179.88,False
184,2590,2024-09-16,4,11,1129.62,451.88,False
184,14551,2024-01-30,2,3,509.97,204.0,False
184,7634,2023-10-01,4,6,421.76,168.72,False
184,4381,2023-09-29,1,1,129.9,51.96,False
184,12432,2023-02-11,2,5,709.68,283.88,False
184,13432,2022-11-22,3,5,369.59,147.84,False
184,1121,2022-09-20,1,1,49.9,19.96,False
184,1024,2022-08-11,2,2,354.89,141.96,False
184,4460,2022-03-30,2,3,349.7,139.88,False
184,11058,2022-02-23,4,10,839.9,336.0,False
184,12052,2021-11-26,2,3,179.97,72.0,False
184,860,2021-09-29,2,4,639.96,256.0,False
184,3826,2021-07-22,1,3,209.7,83.88,False
184,11121,2021-06-05,1,3,269.7,107.88,False
184,4834,2021-05-05,2,3,169.79,67.92,False
184,2623,2021-01-26,4,7,491.84,196.76,False
184,1049,2020-08-08,2,5,629.95,252.0,False
184,13306,2020-07-08,1,2,499.98,200.0,False
185,8883,2025-07-21,3,7,769.66,307.88,False
185,672,2025-07-05,2,4,419.96,168.0,False
185,8413,2025-06-20,3,8,1159.92,464.0,False
185,6337,2025-03-29,2,3,104.7,41.88,False
185,2199,2024-10-28,3,8,889.47,355.8,True
185,8852,2024-01-12,4,10,739.45,295.8,False
185,212,2023-12-30,2,3,189.97,76.0,True
185,2859,2022-11-20,3,6,749.49,299.8,False
185,3108,2021-08-23,2,4,649.96,260.0,False
185,9888,2021-03-11,1,3,119.7,47.88,False
185,8426,2020-11-21,2,2,429.89,171.96,False
186,1658,2025-08-18,1,2,199.8,79.92,False
186,5747,2025-08-11,2,3,309.97,124.0,False
186,11767,2025-05-29,3,5,749.77,299.92,False
186,8190,2025-03-03,3,5,1009.77,403.92,False
186,3303,2024-07-28,4,6,399.85,159.96,False
186,5365,2024-04-24,2,4,219.87,87.96,True
186,2040,2023-12-23,1,1,199.99,80.0,False
186,7209,2023-07-28,4,9,824.55,329.84,False
186,3731,2023-02-07,2,6,764.4,305.76,False
186,8238,2023-01-31,2,4,479.69,191.88,False
186,12590,2022-07-02,1,3,479.97,192.0,False
186,1841,2022-02-03,4,9,1519.91,608.0,False
186,8294,2021-11-11,2,4,469.87,187.96,False
186,4145,2021-10-02,3,6,719.49,287.8,True
186,3153,2021-07-10,1,2,39.98,16.0,False
186,3878,2020-11-25,2,3,649.97,260.0,False
186,10962,2020-08-04,1,3,59.97,24.0,False
186,1651,2020-01-19,4,7,629.75,251.92,False
187,7705,2025-06-06,3,9,1049.37,419.76,False
187,12724,2024-11-14,4,8,1269.65,507.88,False
187,3383,2024-10-14,4,7,469.84,187.96,True
187,3065,2024-05-25,1,1,19.99,8.0,False
187,12403,2024-03-29,3,4,719.87,287.96,False
187,14340,2024-03-10,4,9,1429.82,571.96,False
187,2678,2024-02-06,4,5,669.95,268.0,False
187,10879,2024-02-04,3,6,529.85,211.96,False
187,6268,2023-11-19,1,2,139.8,55.92,False
